! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      5.3506842667144049D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2375
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
  281    -1.6078647222410795D+01     1.2543157519206225D+01     2.8274307005366615D+01     3.2187733929951338D+39     2.2859623480789137D-07     7.1003043099121496D-06     8.2510546121791890D+02     6.7319145447397197D-01     1.9270629579283689D-06     3.2465359076269622D-01     1.0517742302803754D-04     4.5619944933405847D-04     7.8452866192076040D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
  282    -1.6030050660575694D+01     1.2551765621558315D+01     2.8271593976625236D+01     3.2187753459061241D+39     1.1429811740390631D-07     7.1003071928724672D-06     7.8518198739983198D+02     6.7319145447397206D-01     1.9270629579283646D-06     3.2465359076269599D-01     1.0517742302803694D-04     4.5619944933405873D-04     7.8452866192076085D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
  283    -1.5999127690019525D+01     1.2557376808169780D+01     2.8270294003600181D+01     3.2187762789475073D+39     1.1429811740390545D-07     7.1003099131626221D-06     7.6491528358624485D+02     6.7319145447397232D-01     1.9270629579283619D-06     3.2465359076269582D-01     1.0517742302803656D-04     4.5619944933405891D-04     7.8452866192076120D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831021D-04     2.4904472267258777D-04 
  284    -1.5961084749089488D+01     1.2564366356612346D+01     2.8269028755272763D+01     3.2187771860007901D+39     1.7664254507880610D-07     7.1003112750997550D-06     7.4508707171944763D+02     6.7319145447397232D-01     1.9270629579283585D-06     3.2465359076269568D-01     1.0517742302803603D-04     4.5619944933405918D-04     7.8452866192076164D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  285    -1.5915866636955342D+01     1.2572598075079093D+01     2.8267137430241003D+01     3.2187785408404319D+39     1.7664254507879933D-07     7.1003113562102306D-06     7.1924846696518374D+02     6.7319145447397250D-01     1.9270629579283548D-06     3.2465359076269550D-01     1.0517742302803543D-04     4.5619944933405944D-04     7.8452866192076191D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  286    -1.5863760362513186D+01     1.2582219022702443D+01     2.8265319636880557D+01     3.2187798411251495D+39     2.4937771069953482D-07     7.1003114348280655D-06     7.0501237915594501D+02     6.7319145447397277D-01     1.9270629579283497D-06     3.2465359076269528D-01     1.0517742302803470D-04     4.5619944933405989D-04     7.8452866192076244D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  287    -1.5802413175897658D+01     1.2593480827045540D+01     2.8262867988305377D+01     3.2187815925208513D+39     2.7015918659112658D-07     7.1003136992035784D-06     6.8742373654758974D+02     6.7319145447397312D-01     1.9270629579283442D-06     3.2465359076269502D-01     1.0517742302803383D-04     4.5619944933406033D-04     7.8452866192076315D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  288    -1.5756789291192678D+01     1.2601693241318825D+01     2.8260351389126793D+01     3.2187833851949743D+39     1.2468885534975471D-07     7.1003191374713408D-06     6.5273971530146717D+02     6.7319145447397330D-01     1.9270629579283401D-06     3.2465359076269479D-01     1.0517742302803319D-04     4.5619944933406069D-04     7.8452866192076369D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  289    -1.5716230486896549D+01     1.2609303172209984D+01     2.8259235618682865D+01     3.2187841772718424D+39     2.4937771069952971D-07     7.1003205658294143D-06     6.3723303281122332D+02     6.7319145447397357D-01     1.9270629579283358D-06     3.2465359076269462D-01     1.0517742302803254D-04     4.5619944933406095D-04     7.8452866192076413D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  290    -1.5671607443677222D+01     1.2617462558520049D+01     2.8257082244566426D+01     3.2187857035400622D+39     1.6625180713298821D-07     7.1003235416541103D-06     6.0900647098993765D+02     6.7319145447397374D-01     1.9270629579283312D-06     3.2465359076269439D-01     1.0517742302803183D-04     4.5619944933406131D-04     7.8452866192076475D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  291    -1.5637290581909688D+01     1.2623827737485091D+01     2.8255702015816929D+01     3.2187866790724624D+39     1.6625180713297888D-07     7.1003266066252734D-06     5.9159635978406512D+02     6.7319145447397383D-01     1.9270629579283278D-06     3.2465359076269417D-01     1.0517742302803125D-04     4.5619944933406157D-04     7.8452866192076520D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  292    -1.5594025360560803D+01     1.2631976699580382D+01     2.8254362897470839D+01     3.2187876238239341D+39     2.7015918659126465D-07     7.1003277985752095D-06     5.7461190508359152D+02     6.7319145447397410D-01     1.9270629579283223D-06     3.2465359076269391D-01     1.0517742302803054D-04     4.5619944933406202D-04     7.8452866192076573D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  293    -1.5541871616207996D+01     1.2641701385221484D+01     2.8252268211232788D+01     3.2187890994486672D+39     2.7015918659109270D-07     7.1003278949653978D-06     5.4943654430342450D+02     6.7319145447397454D-01     1.9270629579283166D-06     3.2465359076269368D-01     1.0517742302802963D-04     4.5619944933406237D-04     7.8452866192076635D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  294    -1.5489976491940604D+01     1.2651437073107536D+01     2.8250267719649201D+01     3.2187905054373473D+39     2.9094066248274042D-07     7.1003308903940869D-06     5.2625109774991454D+02     6.7319145447397472D-01     1.9270629579283104D-06     3.2465359076269333D-01     1.0517742302802866D-04     4.5619944933406291D-04     7.8452866192076715D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  295    -1.5449611160643980D+01     1.2658911603006077D+01     2.8248209804694205D+01     3.2187919483974964D+39     1.5586106918719826D-07     7.1003373003634289D-06     5.0387996166823114D+02     6.7319145447397508D-01     1.9270629579283053D-06     3.2465359076269311D-01     1.0517742302802788D-04     4.5619944933406335D-04     7.8452866192076768D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  296    -1.5410505583103281D+01     1.2666392953579566D+01     2.8247145994033896D+01     3.2187926926528627D+39     3.0133140042854384D-07     7.1003390718580359D-06     4.9235729188533197D+02     6.7319145447397517D-01     1.9270629579282998D-06     3.2465359076269284D-01     1.0517742302802710D-04     4.5619944933406380D-04     7.8452866192076822D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  297    -1.5363420444825230D+01     1.2675252455999801D+01     2.8245159100310551D+01     3.2187940814680113D+39     2.5976844864529762D-07     7.1003417156064356D-06     4.7185212346430933D+02     6.7319145447397561D-01     1.9270629579282935D-06     3.2465359076269248D-01     1.0517742302802615D-04     4.5619944933406424D-04     7.8452866192076902D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  298    -1.5321496990674658D+01     1.2683202731172125D+01     2.8243516118753525D+01     3.2187952276804621D+39     2.5976844864530610D-07     7.1003438847672315D-06     4.5535201690468438D+02     6.7319145447397588D-01     1.9270629579282875D-06     3.2465359076269222D-01     1.0517742302802524D-04     4.5619944933406468D-04     7.8452866192076964D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  299    -1.5262226630178748D+01     1.2694750982752764D+01     2.8241932949875184D+01     3.2187963305136046D+39     5.1953689729064098D-07     7.1003439612898686D-06     4.3989443603592119D+02     6.7319145447397632D-01     1.9270629579282783D-06     3.2465359076269177D-01     1.0517742302802388D-04     4.5619944933406531D-04     7.8452866192077062D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  300    -1.5201525818978374D+01     1.2706126832392818D+01     2.8238928229030882D+01     3.2187984220054564D+39     2.9094066248273193D-07     7.1003501537269144D-06     4.1236774120455876D+02     6.7319145447397676D-01     1.9270629579282690D-06     3.2465359076269133D-01     1.0517742302802246D-04     4.5619944933406610D-04     7.8452866192077177D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  301    -1.5157577083321120D+01     1.2714594875680278D+01     2.8237333718775769D+01     3.2187995286707447D+39     3.3250361426596626D-07     7.1003563363716839D-06     3.9854224095171897D+02     6.7319145447397721D-01     1.9270629579282621D-06     3.2465359076269093D-01     1.0517742302802135D-04     4.5619944933406673D-04     7.8452866192077257D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  302    -1.5110081853784760D+01     1.2723769100867821D+01     2.8235580996885282D+01     3.2188007439501249D+39     3.6656059688453193D-07     7.1003611784421485D-06     3.8332137496680092D+02     6.7319145447397756D-01     1.9270629579282536D-06     3.2465359076269062D-01     1.0517742302802013D-04     4.5619944933406726D-04     7.8452866192077346D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  303    -1.5062087790730151D+01     1.2733045070090787D+01     2.8233728386438968D+01     3.2188020281194957D+39     3.6656059688453193D-07     7.1003662242211946D-06     3.6776569329741457D+02     6.7319145447397783D-01     1.9270629579282447D-06     3.2465359076269018D-01     1.0517742302801882D-04     4.5619944933406797D-04     7.8452866192077443D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  304    -1.5019635285925289D+01     1.2741238862456447D+01     2.8231952954388098D+01     3.2188032590255843D+39     3.0421616920968035D-07     7.1003727596229095D-06     3.5342543303355742D+02     6.7319145447397827D-01     1.9270629579282372D-06     3.2465359076268978D-01     1.0517742302801762D-04     4.5619944933406859D-04     7.8452866192077541D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  305    -1.4982496349567037D+01     1.2748458381466691D+01     2.8230533946340980D+01     3.2188042432704362D+39     3.0421616920968204D-07     7.1003784786370438D-06     3.4232208062705158D+02     6.7319145447397872D-01     1.9270629579282299D-06     3.2465359076268938D-01     1.0517742302801651D-04     4.5619944933406912D-04     7.8452866192077612D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  306    -1.4953047993856294D+01     1.2754151515598743D+01     2.8229160933867301D+01     3.2188051963548813D+39     1.8882382916462860D-07     7.1003848261628981D-06     3.3183001944726737D+02     6.7319145447397898D-01     1.9270629579282241D-06     3.2465359076268915D-01     1.0517742302801564D-04     4.5619944933406957D-04     7.8452866192077674D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  307    -1.4931094935259814D+01     1.2758436077440551D+01     2.8228330710015118D+01     3.2188057729457741D+39     1.8882382916463029D-07     7.1003868886997931D-06     3.2587066409986147D+02     6.7319145447397916D-01     1.9270629579282195D-06     3.2465359076268893D-01     1.0517742302801493D-04     4.5619944933406992D-04     7.8452866192077745D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  308    -1.4899182109656918D+01     1.2764749754005839D+01     2.8227516507637314D+01     3.2188063387599350D+39     3.7764765832926738D-07     7.1003869309879510D-06     3.1971210541330719D+02     6.7319145447397952D-01     1.9270629579282125D-06     3.2465359076268862D-01     1.0517742302801391D-04     4.5619944933407046D-04     7.8452866192077808D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  309    -1.4838267111995411D+01     1.2776959053327638D+01     2.8225933568942348D+01     3.2188074404231992D+39     7.5529531665848566D-07     7.1003870137386213D-06     3.0826853129080764D+02     6.7319145447398023D-01     1.9270629579281985D-06     3.2465359076268796D-01     1.0517742302801182D-04     4.5619944933407152D-04     7.8452866192077967D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  310    -1.4779465180914646D+01     1.2788268099016313D+01     2.8222934247153229D+01     3.2188095332395820D+39     3.5666723286648922D-07     7.1003957211068664D-06     2.8893800275617852D+02     6.7319145447398085D-01     1.9270629579281855D-06     3.2465359076268729D-01     1.0517742302800976D-04     4.5619944933407259D-04     7.8452866192078136D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  311    -1.4737873371426091D+01     1.2796547086101108D+01     2.8221590050378608D+01     3.2188104705131173D+39     4.8254978564290720D-07     7.1004021276701578D-06     2.8083950118780975D+02     6.7319145447398138D-01     1.9270629579281749D-06     3.2465359076268671D-01     1.0517742302800821D-04     4.5619944933407339D-04     7.8452866192078243D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  312    -1.4696370977798062D+01     1.2804738472113452D+01     2.8219837397617929D+01     3.2188116926158114D+39     3.7764765832926570D-07     7.1004102029881499D-06     2.7070955740618227D+02     6.7319145447398183D-01     1.9270629579281639D-06     3.2465359076268622D-01     1.0517742302800658D-04     4.5619944933407419D-04     7.8452866192078376D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  313    -1.4653862415623210D+01     1.2813279220312081D+01     2.8218515434195609D+01     3.2188126140513220D+39     5.4549106203109234D-07     7.1004137859442693D-06     2.6332337983773839D+02     6.7319145447398245D-01     1.9270629579281523D-06     3.2465359076268569D-01     1.0517742302800485D-04     4.5619944933407508D-04     7.8452866192078500D-04     2.0616156636728089D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  314    -1.4609270504330343D+01     1.2822161854489095D+01     2.8216676704928950D+01     3.2188138956648595D+39     4.5107914744896788D-07     7.1004191091486186D-06     2.5352233115176101D+02     6.7319145447398298D-01     1.9270629579281401D-06     3.2465359076268507D-01     1.0517742302800294D-04     4.5619944933407605D-04     7.8452866192078642D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  315    -1.4570494821907318D+01     1.2829956755576019D+01     2.8215215312276281D+01     3.2188149136353199D+39     4.5107914744891708D-07     7.1004233106562626D-06     2.4608676809256198D+02     6.7319145447398351D-01     1.9270629579281289D-06     3.2465359076268449D-01     1.0517742302800126D-04     4.5619944933407694D-04     7.8452866192078776D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  316    -1.4522333542429266D+01     1.2839798892625988D+01     2.8213803429470530D+01     3.2188158967770124D+39     7.2382467846431595D-07     7.1004233890410102D-06     2.3894492419056003D+02     6.7319145447398431D-01     1.9270629579281139D-06     3.2465359076268378D-01     1.0517742302799899D-04     4.5619944933407809D-04     7.8452866192078936D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  317    -1.4474591375750089D+01     1.2849387123237052D+01     2.8211632746010998D+01     3.2188174087755077D+39     4.7205957291144615D-07     7.1004305424449842D-06     2.2863015985111991D+02     6.7319145447398511D-01     1.9270629579280987D-06     3.2465359076268307D-01     1.0517742302799668D-04     4.5619944933407925D-04     7.8452866192079113D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  318    -1.4432859851805170D+01     1.2857953267151129D+01     2.8210275919892801D+01     3.2188183535577827D+39     6.2941276388206599D-07     7.1004353535023003D-06     2.2236209736542593D+02     6.7319145447398573D-01     1.9270629579280843D-06     3.2465359076268236D-01     1.0517742302799455D-04     4.5619944933408032D-04     7.8452866192079264D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  319    -1.4391183765606618D+01     1.2866451221963706D+01     2.8208532674678220D+01     3.2188195681268414D+39     5.0353021110560058D-07     7.1004414289239816D-06     2.1461493444721244D+02     6.7319145447398653D-01     1.9270629579280697D-06     3.2465359076268160D-01     1.0517742302799233D-04     4.5619944933408147D-04     7.8452866192079433D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  320    -1.4359827394979458D+01     1.2872873160690556D+01     2.8207188796021792D+01     3.2188205048761791D+39     3.7764765832913864D-07     7.1004480076902858D-06     2.0892852124526517D+02     6.7319145447398707D-01     1.9270629579280583D-06     3.2465359076268107D-01     1.0517742302799060D-04     4.5619944933408236D-04     7.8452866192079566D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  321    -1.4317213153303097D+01     1.2881835691963325D+01     2.8206208589551771D+01     3.2188211884952444D+39     8.8117786943487139D-07     7.1004497243115594D-06     2.0468440999581183D+02     6.7319145447398778D-01     1.9270629579280420D-06     3.2465359076268023D-01     1.0517742302798809D-04     4.5619944933408351D-04     7.8452866192079762D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  322    -1.4264623854114148D+01     1.2892687204480113D+01     2.8204006374386700D+01     3.2188227272450102D+39     7.1333446573298520D-07     7.1004548441047665D-06     1.9577877787672029D+02     6.7319145447398884D-01     1.9270629579280207D-06     3.2465359076267925D-01     1.0517742302798493D-04     4.5619944933408520D-04     7.8452866192080001D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  323    -1.4226093298978151D+01     1.2900674095210577D+01     2.8202305025441653D+01     3.2188239174137871D+39     5.0398302554245635D-07     7.1004647663938289D-06     1.8934546167613490D+02     6.7319145447398964D-01     1.9270629579280047D-06     3.2465359076267845D-01     1.0517742302798247D-04     4.5619944933408644D-04     7.8452866192080179D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  324    -1.4195343675520934D+01     1.2907118972258417D+01     2.8201143449066087D+01     3.2188247306154145D+39     5.0398302554246994D-07     7.1004689047957647D-06     1.8512998868928928D+02     6.7319145447399026D-01     1.9270629579279912D-06     3.2465359076267779D-01     1.0517742302798043D-04     4.5619944933408751D-04     7.8452866192080321D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  325    -1.4145829085474918D+01     1.2917766883129884D+01     2.8200013168131569D+01     3.2188255227151589D+39     1.2064107829296923D-06     7.1004689713656885D-06     1.8091008691665145D+02     6.7319145447399142D-01     1.9270629579279683D-06     3.2465359076267668D-01     1.0517742302797694D-04     4.5619944933408929D-04     7.8452866192080596D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  326    -1.4086861005828012D+01     1.2930142844831402D+01     2.8197423858407040D+01     3.2188273423785900D+39     8.8989843721153949D-07     7.1004770830588466D-06     1.7210334966340736D+02     6.7319145447399275D-01     1.9270629579279390D-06     3.2465359076267525D-01     1.0517742302797259D-04     4.5619944933409151D-04     7.8452866192080916D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  327    -1.4047335921627384D+01     1.2938501282392092D+01     2.8195611317442605D+01     3.2188286181596206D+39     5.8267159579323140D-07     7.1004903397721950D-06     1.6636940863961005D+02     6.7319145447399373D-01     1.9270629579279187D-06     3.2465359076267428D-01     1.0517742302796952D-04     4.5619944933409311D-04     7.8452866192081147D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  328    -1.4019099584359439D+01     1.2944538891683210D+01     2.8194465452960283D+01     3.2188294254509810D+39     5.0851339269231319D-07     7.1004957653880351D-06     1.6286146357583968D+02     6.7319145447399453D-01     1.9270629579279034D-06     3.2465359076267352D-01     1.0517742302796722D-04     4.5619944933409426D-04     7.8452866192081325D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  329    -1.3993480898294723D+01     1.2950047105038162D+01     2.8193490169669676D+01     3.2188301132487908D+39     5.0851339269231319D-07     7.1004967838615797D-06     1.5993216558498424D+02     6.7319145447399533D-01     1.9270629579278894D-06     3.2465359076267286D-01     1.0517742302796508D-04     4.5619944933409533D-04     7.8452866192081485D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  330    -1.3964569414046490D+01     1.2956310677810281D+01     2.8192536800417196D+01     3.2188307863453737D+39     6.7272084241588272D-07     7.1004973106960971D-06     1.5709953647026315D+02     6.7319145447399595D-01     1.9270629579278731D-06     3.2465359076267201D-01     1.0517742302796255D-04     4.5619944933409666D-04     7.8452866192081680D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  331    -1.3932487304637344D+01     1.2963259653894469D+01     2.8191307496353058D+01     3.2188316555985378D+39     6.7272084241587934D-07     7.1004973861514706D-06     1.5354260582527010D+02     6.7319145447399693D-01     1.9270629579278539D-06     3.2465359076267112D-01     1.0517742302795967D-04     4.5619944933409808D-04     7.8452866192081893D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  332    -1.3898416547687739D+01     1.2970693972746418D+01     2.8190112668250355D+01     3.2188325019852523D+39     8.0514620509613479D-07     7.1004974598342265D-06     1.5013948579427783D+02     6.7319145447399808D-01     1.9270629579278326D-06     3.2465359076267015D-01     1.0517742302795649D-04     4.5619944933409968D-04     7.8452866192082124D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  333    -1.3859951692824448D+01     1.2979121998299112D+01     2.8188725175557811D+01     3.2188334870525396D+39     9.2168052425475526D-07     7.1004975458232628D-06     1.4629477938473818D+02     6.7319145447399915D-01     1.9270629579278077D-06     3.2465359076266890D-01     1.0517742302795269D-04     4.5619944933410163D-04     7.8452866192082408D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  334    -1.3812157969757448D+01     1.2989714734511312D+01     2.8187190081058041D+01     3.2188345800530848D+39     1.3242536268029072D-06     7.1004976417322653D-06     1.4212474704605389D+02     6.7319145447400074D-01     1.9270629579277752D-06     3.2465359076266726D-01     1.0517742302794774D-04     4.5619944933410412D-04     7.8452866192082781D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  335    -1.3770290958175326D+01     1.2998848538548453D+01     2.8185075880003957D+01     3.2188360919304073D+39     6.9920591495192292D-07     7.1005072332557706D-06     1.3670006564734327D+02     6.7319145447400225D-01     1.9270629579277446D-06     3.2465359076266584D-01     1.0517742302794319D-04     4.5619944933410643D-04     7.8452866192083119D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  336    -1.3735311158297174D+01     1.3006677952641709D+01     2.8184000217214272D+01     3.2188368637905440D+39     1.0805909594715008D-06     7.1005125758134139D-06     1.3397448976544457D+02     6.7319145447400359D-01     1.9270629579277178D-06     3.2465359076266451D-01     1.0517742302793917D-04     4.5619944933410847D-04     7.8452866192083439D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  337    -1.3703057797636470D+01     1.3013806339587112D+01     2.8182388490923440D+01     3.2188380246991266D+39     5.9489263955287778D-07     7.1005195037363169D-06     1.3011721395253326D+02     6.7319145447400474D-01     1.9270629579276924D-06     3.2465359076266326D-01     1.0517742302793533D-04     4.5619944933411042D-04     7.8452866192083714D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258777D-04 
  338    -1.3671716361233381D+01     1.3020895459213246D+01     2.8181526161699434D+01     3.2188386477670096D+39     1.1066600617360011D-06     7.1005228125507775D-06     1.2805514344263415D+02     6.7319145447400607D-01     1.9270629579276668D-06     3.2465359076266202D-01     1.0517742302793140D-04     4.5619944933411247D-04     7.8452866192084025D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  339    -1.3627251167954128D+01     1.3030954854226095D+01     2.8179965835948031D+01     3.2188397793707128D+39     1.3904432666810338D-06     7.1005229135764835D-06     1.2449769717759024D+02     6.7319145447400794D-01     1.9270629579276281D-06     3.2465359076266016D-01     1.0517742302792556D-04     4.5619944933411540D-04     7.8452866192084451D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  340    -1.3585834973230970D+01     1.3040270725941685D+01     2.8178080939466422D+01     3.2188411535559593D+39     1.0160931564207555D-06     7.1005287873069597D-06     1.2042168429920783D+02     6.7319145447400972D-01     1.9270629579275905D-06     3.2465359076265825D-01     1.0517742302791981D-04     4.5619944933411842D-04     7.8452866192084877D-04     2.0616156636728084D-04     9.4403533432819326D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  341    -1.3552277190644470D+01     1.3047907504733817D+01     2.8176753012499030D+01     3.2188421261999229D+39     1.0160931564207624D-06     7.1005329103184067D-06     1.1763913767046856D+02     6.7319145447401131D-01     1.9270629579275574D-06     3.2465359076265674D-01     1.0517742302791492D-04     4.5619944933412082D-04     7.8452866192085242D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  342    -1.3505415325089282D+01     1.3058791605000295D+01     2.8175463857539661D+01     3.2188430744551257D+39     1.9680120082256607D-06     7.1005329956194573D-06     1.1495978108124851D+02     6.7319145447401371D-01     1.9270629579275095D-06     3.2465359076265438D-01     1.0517742302790762D-04     4.5619944933412464D-04     7.8452866192085801D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  343    -1.3452189425669065D+01     1.3070966256421061D+01     2.8173068075253478D+01     3.2188448492233314D+39     1.5401833107852656D-06     7.1005381281708546D-06     1.1019716298502324D+02     6.7319145447401647D-01     1.9270629579274515D-06     3.2465359076265154D-01     1.0517742302789885D-04     4.5619944933412908D-04     7.8452866192086458D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  344    -1.3410793035979169D+01     1.3080530177577094D+01     2.8171279106152905D+01     3.2188461847051756D+39     1.3262689620650813D-06     7.1005474515879090D-06     1.0679435145323865D+02     6.7319145447401895D-01     1.9270629579274027D-06     3.2465359076264919D-01     1.0517742302789154D-04     4.5619944933413281D-04     7.8452866192087009D-04     2.0616156636728084D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
  345    -1.3378589391707536D+01     1.3087994627169798D+01     2.8169793796605979D+01     3.2188473010702041D+39     9.8400600411267884D-07     7.1005574797077661D-06     1.0405281835675783D+02     6.7319145447402082D-01     1.9270629579273634D-06     3.2465359076264728D-01     1.0517742302788557D-04     4.5619944933413583D-04     7.8452866192087453D-04     2.0616156636728089D-04     9.4403533432819308D-05     2.5751234361831030D-04     2.4904472267258781D-04 
