! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      5.3506842667144049D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2375
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
 1998     4.0316724325426038D+00     1.8444636197908870D+01     2.4368026478241144D+01     1.7534513843265477D+39     7.4819904570818076D-04     9.8448058814787362D-06     1.8115516498316511D-07     6.0941397734974005D-96     1.0000000280525136D-99     9.9793213403058178D-01     4.0118720338003059D-05     1.2041333045675746D-03     1.6491762277882610D-05     2.0616158679006906D-04     9.4403532760610335D-05     2.5751234178477337D-04     2.4904472089937002D-04 
 1999     4.0372837115001187D+00     1.8446652819108653D+01     2.4366014730393708D+01     1.7502429278251763D+39     7.4819904570795872D-04     9.8449355996297036D-06     1.7528995154732953D-07     7.2626780839854898D-96     1.0000000199250962D-99     9.9793213402888714D-01     4.0118721372208785D-05     1.2041333030881951D-03     1.6491762304264804D-05     2.0616158890346953D-04     9.4403532760610353D-05     2.5751234178477355D-04     2.4904472089937015D-04 
 2000     4.0428726686284619D+00     1.8448664977817568D+01     2.4364002126875003D+01     1.7470532440519781D+39     7.4819904570795872D-04     9.8450634878972707D-06     1.6941237239359747D-07     9.1116882720508947D-96     1.0000000200600265D-99     9.9793213402617606D-01     4.0118722979002834D-05     1.2041333005927041D-03     1.6491762338744065D-05     2.0616159246845726D-04     9.4403532760610389D-05     2.5751234178477369D-04     2.4904472089937033D-04 
 2001     4.0484393758446621D+00     1.8450672743679385D+01     2.4361988617055043D+01     1.7438834831788603D+39     7.4819904570795872D-04     9.8451894512785234D-06     1.6361253949563576D-07     8.3068905248272315D-96     1.0000000208243582D-99     9.9793213402358862D-01     4.0118724525702207D-05     1.2041332982408627D-03     1.6491762371639724D-05     2.0616159582822959D-04     9.4403532760610371D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2002     4.0539838984852973D+00     1.8452676187097942D+01     2.4359974150073933D+01     1.7407348303449021D+39     7.4819904570795872D-04     9.8453133953174205D-06     1.5816615322643521D-07     7.9122391515364860D-96     1.0000000210254607D-99     9.9793213402003129D-01     4.0118726617237010D-05     1.2041332949122265D-03     1.6491762410935502D-05     2.0616160058342605D-04     9.4403532760610371D-05     2.5751234178477355D-04     2.4904472089937015D-04 
 2003     4.0595095711209348D+00     1.8454676574413042D+01     2.4357958674823092D+01     1.7376085055232939D+39     7.4909433771595690D-04     9.8454352209058573D-06     1.5227047455768052D-07     6.0483907180398297D-96     1.0000000222880389D-99     9.9793213401749198D-01     4.0118728159061198D-05     1.2041332926598622D-03     1.6491762443192408D-05     2.0616160380108854D-04     9.4403532760610424D-05     2.5751234178477364D-04     2.4904472089937028D-04 
 2004     4.0650164436162681D+00     1.8456673970422137D+01     2.4355939726259969D+01     1.7345020648730253D+39     7.4909433771595690D-04     9.8455549655717096D-06     1.4661873963556626D-07     8.5613252275563755D-96     1.0000000232570103D-99     9.9793213401451694D-01     4.0118729950983649D-05     1.2041332899798420D-03     1.6491762477686346D-05     2.0616160762968891D-04     9.4403532760610353D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2005     4.0705012256704566D+00     1.8458667251374983D+01     2.4353919663651613D+01     1.7314205571183811D+39     7.4909433771595690D-04     9.8456723680321580D-06     1.4142669341373537D-07     1.0258639913287261D-95     1.0000000244352071D-99     9.9793213400952573D-01     4.0118732861243655D-05     1.2041332852324835D-03     1.6491762524127313D-05     2.0616161441162872D-04     9.4403532760610371D-05     2.5751234178477360D-04     2.4904472089937024D-04 
 2006     4.0759639481654170D+00     1.8460656491926183D+01     2.4351898434820866D+01     1.7283653073043653D+39     7.4909433771595690D-04     9.8457873011367844D-06     1.3618201985152571D-07     1.1268631221616911D-95     1.0000000255346084D-99     9.9793213400609737D-01     4.0118734930987614D-05     1.2041332821494470D-03     1.6491762561477225D-05     2.0616161881596695D-04     9.4403532760610318D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2007     4.0814046322551646D+00     1.8462641767705083D+01     2.4349875987245774D+01     1.7253376717861758D+39     7.4909433771595690D-04     9.8458996257882400D-06     1.3105923193186410D-07     6.3500587436990629D-96     1.0000000298623725D-99     9.9793213400203306D-01     4.0118737360298908D-05     1.2041332784282192D-03     1.6491762601600667D-05     2.0616162413200762D-04     9.4403532760610353D-05     2.5751234178477360D-04     2.4904472089937024D-04 
 2008     4.0868232882265935D+00     1.8464623155475493D+01     2.4347852268032998D+01     1.7223390361257600D+39     7.4909433771595690D-04     9.8460091890253504D-06     1.2563790308579312D-07     6.6406205289785624D-96     1.0000000299251012D-99     9.9793213399477185D-01     4.0118741544424700D-05     1.2041332713798222D-03     1.6491762657834416D-05     2.0616163420114372D-04     9.4403532760610353D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2009     4.0922199149237661D+00     1.8466600733155011D+01     2.4345827223888676D+01     1.7193708121509438D+39     7.4909433771595690D-04     9.8461158213951254D-06     1.1773000359219623D-07     7.3207059389895441D-96     1.0000000347316955D-99     9.9793213399008973D-01     4.0118744347253167D-05     1.2041332670961260D-03     1.6491762701294135D-05     2.0616164032071062D-04     9.4403532760610371D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2010     4.0975944990493555D+00     1.8468574579864139D+01     2.4343800801087680D+01     1.7164344321273478D+39     7.4909433771595690D-04     9.8462202889158572D-06     1.1237106585401961D-07     1.1209217476257615D-95     1.0000000000332160D-99     9.9793213398441444D-01     4.0118747701451900D-05     1.2041332617898461D-03     1.6491762748387737D-05     2.0616164790111146D-04     9.4403532760610353D-05     2.5751234178477355D-04     2.4904472089937015D-04 
 2011     4.1029495247845835D+00     1.8470545706228723D+01     2.4341772945441157D+01     1.7135313463003479D+39     7.4980251479112203D-04     9.8463422902567856D-06     1.0803283131040721D-07     9.5967047320765495D-96     1.0000000556680761D-99     9.9793213397338806D-01     4.0118753957938242D-05     1.2041332508232034D-03     1.6491762818151187D-05     2.0616166356774443D-04     9.4403532760610389D-05     2.5751234178477360D-04     2.4904472089937024D-04 
 2012     4.1082849518297033D+00     1.8472514188873176D+01     2.4339741683023756D+01     1.7106603223819282D+39     7.4980251479112203D-04     9.8464945942063071D-06     1.0409588049982214D-07     1.0638457487736696D-95     1.0000000000388815D-99     9.9793213396568649D-01     4.0118758445154814D-05     1.2041332434517317D-03     1.6491762873395614D-05     2.0616167409841610D-04     9.4403532760610318D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2013     4.1135981769116245D+00     1.8474479178524628D+01     2.4337708874885084D+01     1.7078255942389064D+39     7.4980251479112203D-04     9.8466722199498253D-06     1.0023668968503591D-07     6.9284605090265936D-96     1.0000000047610613D-99     9.9793213395792577D-01     4.0118762983628002D-05     1.2041332360611713D-03     1.6491762928089698D-05     2.0616168465635942D-04     9.4403532760610300D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2014     4.1188891333635329D+00     1.8476440759211831D+01     2.4335674465077303D+01     1.7050286328571148D+39     7.4980251479112203D-04     9.8468787988744583D-06     9.5650162465614965D-08     8.6172647013547329D-96     1.0000000702822564D-99     9.9793213394558222D-01     4.0118769995887992D-05     1.2041332237879078D-03     1.6491762999667260D-05     2.0616170218959526D-04     9.4403532760610335D-05     2.5751234178477346D-04     2.4904472089937010D-04 
 2015     4.1235042047063146D+00     1.8478154611052566D+01     2.4333638397042860D+01     1.7022708948797915D+39     5.6248001154394335D-04     9.8471192316581035D-06     9.8178862731575708D-08     7.0753114883753864D-96     1.0000000647092777D-99     9.9793213393749766D-01     4.0118774711111546D-05     1.2041332160499063D-03     1.6491763052654544D-05     2.0616171324388266D-04     9.4403532760610389D-05     2.5751234178477355D-04     2.4904472089937015D-04 
 2016     4.1274439155411268D+00     1.8479621810585207D+01     2.4332109878887107D+01     1.7002288021178855D+39     5.6248001154394335D-04     9.8473289051507162D-06     9.6795221496813077D-08     9.9192370158324809D-96     1.0000000000609803D-99     9.9793213393051356D-01     4.0118778795370246D-05     1.2041332093894643D-03     1.6491763097890843D-05     2.0616172275879995D-04     9.4403532760610353D-05     2.5751234178477355D-04     2.4904472089937015D-04 
 2017     4.1313709551228301D+00     1.8481087219252840D+01     2.4330580370959729D+01     1.6982101867058460D+39     5.6248001154394335D-04     9.8475521117942452D-06     8.8459486720126996D-08     8.9757758443679502D-96     1.0000036630184649D-99     9.9793213391980781D-01     4.0118784857514802D-05     1.2041331986847674D-03     1.6491763153923413D-05     2.0616173805122404D-04     9.4403532760610371D-05     2.5751234178477360D-04     2.4904472089937024D-04 
 2018     4.1352852723199244D+00     1.8482550874345196D+01     2.4329049848625241D+01     1.6962156299134161D+39     5.6248001154394335D-04     9.8477917182852863D-06     8.5727807890368392D-08     9.5423847257473717D-96     1.8442771341913335D-99     9.9793213390228174D-01     4.0118794537707298D-05     1.2041331805572677D-03     1.6491763230848361D-05     2.0616176394765330D-04     9.4403532760610424D-05     2.5751234178477377D-04     2.4904472089937037D-04 
 2019     4.1391868112710916D+00     1.8484012813404973D+01     2.4327518287007960D+01     1.6942456965510230D+39     5.6248001154394335D-04     9.8480712336199722D-06     8.3513201615725680D-08     6.3603433879065436D-96     1.0002485428768828D-99     9.9793213389087291D-01     4.0118801016597345D-05     1.2041331691911703D-03     1.6491763289452570D-05     2.0616178018493118D-04     9.4403532760610318D-05     2.5751234178477333D-04     2.4904472089936997D-04 
 2020     4.1430755105463283D+00     1.8485473074403500D+01     2.4325985660981883D+01     1.6923009305306573D+39     5.6248001154394335D-04     9.8483700872271526D-06     8.2843342944456725D-08     1.0663138028802823D-95     1.0000008206791093D-99     9.9793213388184991D-01     4.0118806251709182D-05     1.2041331604708405D-03     1.6491763340156944D-05     2.0616179264254803D-04     9.4403532760610371D-05     2.5751234178477355D-04     2.4904472089937015D-04 
 2021     4.1469513038083878D+00     1.8486931695549451D+01     2.4324451945159188D+01     1.6903818533016961D+39     5.6248001154394335D-04     9.8486909533450877D-06     1.0477753322745926D-07     1.1246226245599726D-95     1.0000000000920861D-99     9.9793213386647767D-01     4.0118814816184871D-05     1.2041331447416461D-03     1.6491763406846484D-05     2.0616181511282460D-04     9.4403532760610335D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2022     4.1508142407818908D+00     1.8488388715341006D+01     2.4322917113879611D+01     1.6884889590656067D+39     5.6248001154394335D-04     9.8489667970637828D-06     1.0181924852867283D-07     8.7164937997421070D-96     1.0000000001133617D-99     9.9793213384019860D-01     4.0118829093094614D-05     1.2041331169581348D-03     1.6491763501663843D-05     2.0616185480355548D-04     9.4403532760610318D-05     2.5751234178477337D-04     2.4904472089937002D-04 
 2023     4.1546668913578725D+00     1.8489844109887663D+01     2.4321381141385964D+01     1.6866225084880204D+39     5.6273626244442569D-04     9.8491424320830702D-06     4.8943179228697841D-08     9.4701889411240944D-96     1.0000000001293782D-99     9.9793213382421441D-01     4.0118838034998489D-05     1.2041331006865838D-03     1.6491763570464321D-05     2.0616187804862815D-04     9.4403532760610318D-05     2.5751234178477342D-04     2.4904472089937006D-04 
 2024     4.1585138680191482D+00     1.8491296967579646D+01     2.4319843303809127D+01     1.6847772258114883D+39     5.6273626244442569D-04     9.8492960163208174D-06     1.4520814010268425D-12     6.6839641128322337D-96     1.0000025549905777D-99     9.9792958424612852D-01     4.1016830866764761D-05     1.2002796202556180D-03     1.6491857211223768D-05     2.1166685009284598D-04     9.4403532760785484D-05     2.5751234178477337D-04     2.4904472089937002D-04 
 2025     4.1623528206721616D+00     1.8492746975300931D+01     2.4318304284245861D+01     1.6829376927670827D+39     5.6273626244442569D-04     9.8493772763572504D-06     3.7368658149317792D+03     6.6839642004308386D-96     1.0000025549910074D-99     9.9792958424569988D-01     4.1016831017769694D-05     1.2002796196076204D-03     1.6491857211239501D-05     2.1166685101855700D-04     9.4403532760785484D-05     2.5751234178477337D-04     2.4904472089937002D-04 
 2026     4.1662678139905153D+00     1.8494198592289354D+01     2.4316764063924143D+01     1.6810953527608718D+39     5.6273626244442569D-04     9.8494688217932253D-06     9.2657663954064002D-06     2.0495919760291707D-96     1.0003481892001100D-99     9.9758470955271292D-01     1.6248529881132074D-04     6.7902795176793020D-04     1.6504510452075889D-05     9.5631209078705339D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2027     4.1700923290250866D+00     1.8495642951444448D+01     2.4315222753817598D+01     1.6792918727633072D+39     5.6273626244442569D-04     9.8495599927884285D-06     6.9342142515372815D+03     2.0495921025305676D-96     1.0003481896051700D-99     9.9758470955031430D-01     1.6248529975375607D-04     6.7902794837058300D-04     1.6504510452195042D-05     9.5631209564040648D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2028     4.1739096746516741D+00     1.8497084514874728D+01     2.4313680208215058D+01     1.6774857049882450D+39     5.6273626244442569D-04     9.8495600263450988D-06     7.7567687239742246D+03     2.0495923357085761D-96     1.0003481903254629D-99     9.9758470954644682D-01     1.6248530128998543D-04     6.7902794293175769D-04     1.6504510452392477D-05     9.5631210341015684D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2029     4.1777198874950318D+00     1.8498523300659766D+01     2.4312136409294828D+01     1.6756768784314155D+39     5.6273626244442569D-04     9.8495600566149121D-06     8.4260225305790754D+03     2.0495926622919848D-96     1.0003481913114626D-99     9.9758470954130871D-01     1.6248530333949762D-04     6.7902793572547341D-04     1.6504510452657498D-05     9.5631211370484852D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2030     4.1815230047931155D+00     1.8499959326756517D+01     2.4310591339167202D+01     1.6738654199910314D+39     5.6273626244442569D-04     9.8495600845638602D-06     9.0032340377774779D+03     2.0495930739932792D-96     1.0003481925274451D-99     9.9758470953503071D-01     1.6248530584911025D-04     6.7902792693339630D-04     1.6504510452983048D-05     9.5631212626495880D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2031     4.1859484426420845D+00     1.8501631683341393D+01     2.4309044979874419D+01     1.6720513550902431D+39     7.5062264911790350D-04     9.8495601107250063D-06     9.5195316106539120D+03     2.0495936468799467D-96     1.0003481941805116D-99     9.9758470952648892D-01     1.6248530926831278D-04     6.7902791498152472D-04     1.6504510453427454D-05     9.5631214333906093D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2032     4.1909994775791066D+00     1.8503538670741939D+01     2.4306980278156657D+01     1.6696275977769907D+39     7.5062264911801452D-04     9.8495601434351609D-06     1.0131664739839802D+04     2.0495944344248955D-96     1.0003481963778866D-99     9.9758470951501756D-01     1.6248531386544639D-04     6.7902789894312878D-04     1.6504510454025965D-05     9.5631216625105537D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2033     4.1960381280222618D+00     1.8505440858194805D+01     2.4304913207653395D+01     1.6671992900278091D+39     7.5062264911801452D-04     9.8495601741141687D-06     1.0677831715867460D+04     2.0495953478925890D-96     1.0003481988334956D-99     9.9758470950196773D-01     1.6248531909918608D-04     6.7902788070705817D-04     1.6504510454708107D-05     9.5631219230258466D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2034     4.2010644886289654D+00     1.8507338286989199D+01     2.4302843725177485D+01     1.6647664733362912D+39     7.5062264911801452D-04     9.8495602031350841D-06     1.1173460040398013D+04     2.0495963823580023D-96     1.0003482015010347D-99     9.9758470948744104D-01     1.6248532492835920D-04     6.7902786041474474D-04     1.6504510455468448D-05     9.5631222129160402D-04     9.4403532784480770D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2035     4.2060786556724352D+00     1.8509230998044355D+01     2.4300771787324002D+01     1.6623291827508590D+39     7.5062264911801452D-04     9.8495602307615737D-06     1.1628918042358673D+04     2.0495975341312644D-96     1.0003482043346914D-99     9.9758470947152098D-01     1.6248533131923251D-04     6.7902783818217020D-04     1.6504510456302538D-05     9.5631225305242466D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2036     4.2110807269486443D+00     1.8511119031913636D+01     2.4298697350469162D+01     1.6598874469850009D+39     7.5062264911801452D-04     9.8495602571891112D-06     1.2051528847463774D+04     2.0495988003977037D-96     1.0003482072873826D-99     9.9758470945427824D-01     1.6248533824340825D-04     6.7902781410704280D-04     1.6504510457206638D-05     9.5631228744546366D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2037     4.2160708016764161D+00     1.8513002428788681D+01     2.4296620370769055D+01     1.6574412885530389D+39     7.5062264911801452D-04     9.8495602825678609D-06     1.2446694887690383D+04     2.0496001789896665D-96     1.0003482103097183D-99     9.9758470943577250D-01     1.6248534567647292D-04     6.7902778827341263D-04     1.6504510458177530D-05     9.5631232435064958D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2038     4.2210489803903898D+00     1.8514881228503494D+01     2.4294540804158080D+01     1.6549907239310219D+39     7.5062264911801452D-04     9.8495603070164978D-06     1.2818507316866567D+04     2.0496016682376096D-96     1.0003482133495218D-99     9.9758470941605725D-01     1.6248535359710274D-04     6.7902776075472903D-04     1.6504510459212404D-05     9.5631236366305483D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2039     4.2260156727297593D+00     1.8516755587527558D+01     2.4292458606347206D+01     1.6525357608872126D+39     7.5071644378247404D-04     9.8495603305989032D-06     1.3206588055313197D+04     2.0496032625555469D-96     1.0003482163435479D-99     9.9758470939523498D-01     1.6248536196380336D-04     6.7902773169460219D-04     1.6504510460305830D-05     9.5631240517752189D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2040     4.2309709833799091D+00     1.8518625544084716D+01     2.4290373472132320D+01     1.6500760963911426D+39     7.5071644378269608D-04     9.8495603533716664D-06     1.3573446245725708D+04     2.0496049611272493D-96     1.0003482192503239D-99     9.9758470937334475D-01     1.6248537076100639D-04     6.7902770114662800D-04     1.6504510461455740D-05     9.5631244881748500D-04     9.4403532784480788D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2041     4.2359147034566575D+00     1.8520491019767138D+01     2.4288285616775069D+01     1.6476120364819419D+39     7.5071644378269608D-04     9.8495603754096556D-06     1.3921767644849964D+04     2.0496067632503485D-96     1.0003482220387007D-99     9.9758470935042264D-01     1.6248537997398933D-04     6.7902766916153192D-04     1.6504510462660205D-05     9.5631249451047928D-04     9.4403532784480805D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2042     4.2408469375775110D+00     1.8522352053034298D+01     2.4286194995285645D+01     1.6451435756709836D+39     7.5071644378269608D-04     9.8495603967779299D-06     1.4253765667237319D+04     2.0496086685239118D-96     1.0003482246869528D-99     9.9758470932650080D-01     1.6248538958980008D-04     6.7902763578394500D-04     1.6504510463917522D-05     9.5631254219274648D-04     9.4403532784480805D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2043     4.2451566840215591D+00     1.8523976751787582D+01     2.4284101562440643D+01     1.6426707037260550D+39     5.6300478224018277D-04     9.8495604175316078D-06     1.4571217551994335D+04     2.0496104256538654D-96     1.0003482268694914D-99     9.9758470930472089D-01     1.6248539834550190D-04     6.7902760539669468D-04     1.6504510465062523D-05     9.5631258560310392D-04     9.4403532784480805D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2044     4.2488407447621874D+00     1.8525366684603454D+01     2.4282529710917706D+01     1.6408132483946859D+39     5.6300478224029379D-04     9.8495604327203238D-06     1.4800702466660404D+04     2.0496119895598177D-96     1.0003482286502081D-99     9.9758470928552078D-01     1.6248540606459194D-04     6.7902757860991744D-04     1.6504510466072044D-05     9.5631262386992847D-04     9.4403532784480805D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2045     4.2525185014392317D+00     1.8526754174717730D+01     2.4280956233368371D+01     1.6389532962334369D+39     5.6300478224029379D-04     9.8495604476075779D-06     1.5023462226993227D+04     2.0496136113184082D-96     1.0003482303397726D-99     9.9758470926579914D-01     1.6248541399376073D-04     6.7902755109679535D-04     1.6504510467109123D-05     9.5631266317438878D-04     9.4403532784480823D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2046     4.2561899988794174D+00     1.8528139237863509D+01     2.4279381110451772D+01     1.6370908383671743D+39     5.6300478224029379D-04     9.8495604622091317D-06     1.5239961090159517D+04     2.0496152909768592D-96     1.0003482319384970D-99     9.9758470924556643D-01     1.6248542212887184D-04     6.7902752287159700D-04     1.6504510468173214D-05     9.5631270349610062D-04     9.4403532784480823D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2047     4.2598552819464554D+00     1.8529521889671986D+01     2.4277804322748890D+01     1.6352258648326465D+39     5.6300478224029379D-04     9.8495604765392759D-06     1.5450633141116616D+04     2.0496170286175319D-96     1.0003482334479201D-99     9.9758470922483244D-01     1.6248543046600021D-04     6.7902749394786416D-04     1.6504510469263793D-05     9.5631274481571910D-04     9.4403532784480823D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2048     4.2635143954979168D+00     1.8530902145673540D+01     2.4276225850761496D+01     1.6333583646844318D+39     5.6300478224029379D-04     9.8495604906109814D-06     1.5655866602960514D+04     2.0496188243552246D-96     1.0003482348705607D-99     9.9758470920360604D-01     1.6248543900141418D-04     6.7902746433847314D-04     1.6504510470380377D-05     9.5631278711484881D-04     9.4403532784480823D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2049     4.2671673843405377D+00     1.8532280021298824D+01     2.4274645674910879D+01     1.6314883261077257D+39     5.6300478224029379D-04     9.8495605044361678D-06     1.5856010254570412D+04     2.0496206783348314D-96     1.0003482362096958D-99     9.9758470918189647D-01     1.6248544773155940D-04     6.7902743405569045D-04     1.6504510471522497D-05     9.5631283037596706D-04     9.4403532784480841D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2050     4.2708142931839994D+00     1.8533655531879837D+01     2.4273063775536627D+01     1.6296157365377037D+39     5.6300478224029379D-04     9.8495605180257435D-06     1.6051377593875217D+04     2.0496225907294429D-96     1.0003482374691587D-99     9.9758470915971209D-01     1.6248545665304572D-04     6.7902740311121734D-04     1.6504510472689705D-05     9.5631287458235743D-04     9.4403532784480823D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2051     4.2744549572814216D+00     1.8535028613315148D+01     2.4271480132895226D+01     1.6277405827860540D+39     5.6293968103895499D-04     9.8495605313897023D-06     1.6242253280785925D+04     2.0496245616245167D-96     1.0003482386531024D-99     9.9758470913706176D-01     1.6248546576210740D-04     6.7902737151806134D-04     1.6504510473881508D-05     9.5631291971543728D-04     9.4403532784480841D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2052     4.2780894200036243D+00     1.8536399281172874D+01     2.4269894910585767D+01     1.6258630684478281D+39     5.6293968103895499D-04     9.8495605445358300D-06     1.6428862631645159D+04     2.0496265912320987D-96     1.0003482397660006D-99     9.9758470911395367D-01     1.6248547505560965D-04     6.7902733928704472D-04     1.6504510475097491D-05     9.5631296575974698D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2053     4.2817179371528002D+00     1.8537767629935650D+01     2.4268307905681507D+01     1.6239829628240148D+39     5.6293968103895499D-04     9.8495605574742892D-06     1.6611477141665749D+04     2.0496286799135132D-96     1.0003482408124890D-99     9.9758470909039402D-01     1.6248548453111089D-04     6.7902730642658912D-04     1.6504510476337335D-05     9.5631301270325472D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2054     4.2853405525383116D+00     1.8539133674547159D+01     2.4266719098187441D+01     1.6221002516931557D+39     5.6293968103895499D-04     9.8495605702130095D-06     1.6790313102977380D+04     2.0496308279382118D-96     1.0003482417971458D-99     9.9758470906638940D-01     1.6248549418576376D-04     6.7902727294652676D-04     1.6504510477600664D-05     9.5631306053191540D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2055     4.2889573096151325D+00     1.8540497429858275D+01     2.4265128468019039D+01     1.6202149207904021D+39     5.6293968103895499D-04     9.8495605827594037D-06     1.6965558397575439D+04     2.0496330355980294D-96     1.0003482427244752D-99     9.9758470904194691D-01     1.6248550401683989D-04     6.7902723885627880D-04     1.6504510478887119D-05     9.5631310923226955D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2056     4.2925682514272427D+00     1.8541858910628310D+01     2.4263535995000404D+01     1.6183269559725845D+39     5.6293968103895499D-04     9.8495605951203817D-06     1.7137396955159709D+04     2.0496353032047394D-96     1.0003482435988437D-99     9.9758470901707312D-01     1.6248551402171611D-04     6.7902720416490449D-04     1.6504510480196355D-05     9.5631315879137570D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2057     4.2961734205484001D+00     1.8543218131526209D+01     2.4261941658862298D+01     1.6164363433911212D+39     5.6293968103895499D-04     9.8495606073023971D-06     1.7306006245044683D+04     2.0496376310881592D-96     1.0003482444244289D-99     9.9758470899177407D-01     1.6248552419786326D-04     6.7902716888113907D-04     1.6504510481528043D-05     9.5631320919675477D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2058     4.2997728590217079D+00     1.8544575107131873D+01     2.4260345439240009D+01     1.6145430696737978D+39     5.6293968103895499D-04     9.8495606193115214D-06     1.7471541658499591D+04     2.0496400195965911D-96     1.0003482452051857D-99     9.9758470896605562D-01     1.6248553454284555D-04     6.7902713301339581D-04     1.6504510482881860D-05     9.5631326043638811D-04     9.4403532784480859D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2059     4.3039605180993714D+00     1.8546155025872135D+01     2.4258747315671165D+01     1.6126471221153968D+39     7.5022157449907487D-04     9.8495606311534089D-06     1.7634156774045701D+04     2.0496428765543694D-96     1.0003482460678547D-99     9.9758470893557742D-01     1.6248554680282949D-04     6.7902709050762775D-04     1.6504510484486321D-05     9.5631332115891378D-04     9.4403532784480876D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2060     4.3087398568128403D+00     1.8547956542372691D+01     2.4256614518686014D+01     1.6101162508570405D+39     7.5022157449918589D-04     9.8495606466844893D-06     1.7846537641301065D+04     2.0496462500932297D-96     1.0003482469876454D-99     9.9758470890002968D-01     1.6248556110235796D-04     6.7902704093302892D-04     1.6504510486357750D-05     9.5631339197976927D-04     9.4403532784480876D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2061     4.3135092696882271D+00     1.8549754160544040D+01     2.4254478254696469D+01     1.6075805847447909D+39     7.5022157449918589D-04     9.8495606619398063D-06     1.8054204451744332D+04     2.0496497337183168D-96     1.0003482478488319D-99     9.9758470886377228D-01     1.6248557568781718D-04     6.7902699036937272D-04     1.6504510488266648D-05     9.5631346421356369D-04     9.4403532784480894D-05     2.5751234178477315D-04     2.4904472089936979D-04 
 2062     4.3182688483190112D+00     1.8551547913953914D+01     2.4252338474414112D+01     1.6050401031297951D+39     7.5022157449918589D-04     9.8495606769303094D-06     1.8257451273255870D+04     2.0496533284416513D-96     1.0003482486578807D-99     9.9758470882681695D-01     1.6248559055432865D-04     6.7902693883351439D-04     1.6504510490212373D-05     9.5631353783621868D-04     9.4403532784480894D-05     2.5751234178477315D-04     2.4904472089936979D-04 
