! note: initial lines of file can contain comments
!
            52 -- model for mesa/star, with angular velocities (omega), with convection velocities (conv_vel). cgs units. lnd=ln(density), lnT=ln(temperature), lnR=ln(radius), L=luminosity, dq=fraction of total mstar in cell; remaining cols are mass fractions.

                          M/Msun      2.3280711222540468D+01
                    model_number                            2908
                        star_age      5.0480109868242461D+06
                       initial_z      2.1789999999999999D-03
                        n_shells                            2562
                        net_name   'basic2.net'
                         species                              10

                lnd                        lnT                        lnR                          L                         dq                      omega                   conv_vel                   h1                         he3                        he4                        c12                        n14                        o16                        ne20                       mg24                       ca40                       fe56     
 1314     2.9663891529789538D+00     1.8124332412708570D+01     2.4568803412648638D+01     2.6085062606274700D+39     5.2422302395193796D-04     1.0850437236693670D-05     6.9864793472278705D-07     1.0074170128715067D-95     2.1709294206444762D-99     9.9793078941871247D-01     3.2693721464674960D-05     1.2120458457092420D-03     1.7348853838497227D-05     2.0616156488895631D-04     9.4403532751396550D-05     2.5751234175963562D-04     2.4904472087505697D-04 
 1315     2.9709897423674300D+00     1.8125889954252947D+01     2.4567830573973377D+01     2.6085150130587453D+39     5.2623447156431710D-04     1.0850641573615178D-05     7.0148017216263394D-07     1.0233004307357898D-95     5.1424379863171818D-99     9.9793078770941168D-01     3.2710376888773780D-05     1.2119946851589300D-03     1.7385068264948739D-05     2.0616156488952683D-04     9.4403532751396141D-05     2.5751234175963393D-04     2.4904472087505542D-04 
 1316     2.9755833155364275D+00     1.8127446456473920D+01     2.4566855640731413D+01     2.6085238185135173D+39     5.2623447156426159D-04     1.0850825406767172D-05     7.0443271116406442D-07     1.0364828083925290D-95     8.0101705017836266D-99     9.9793078592564619D-01     3.2726916402988472D-05     1.2119432146921562D-03     1.7421782982162088D-05     2.0616156489013262D-04     9.4403532751395271D-05     2.5751234175963189D-04     2.4904472087505338D-04 
 1317     2.9801610888125299D+00     1.8128998960350326D+01     2.4565882335451014D+01     2.6085326437067251D+39     5.2623447156431710D-04     1.0851007157509184D-05     7.0743304620657099D-07     1.0480954915560787D-95     1.0330579770248877D-98     9.9793078407211197D-01     3.2743501218661168D-05     1.2118912701388269D-03     1.7458996253649729D-05     2.0616156489078134D-04     9.4403532751394312D-05     2.5751234175962887D-04     2.4904472087505049D-04 
 1318     2.9847231395164888D+00     1.8130547491429817D+01     2.4564910644787403D+01     2.6085414885974693D+39     5.2623447156431710D-04     1.0851115727705871D-05     7.1147318116230460D-07     1.0599392136604404D-95     1.7157013256307900D-99     9.9793078227400524D-01     3.2760771365909175D-05     1.2118383999588340D-03     1.7496394392380796D-05     2.0616156489149446D-04     9.4403532751392944D-05     2.5751234175962554D-04     2.4904472087504716D-04 
 1319     2.9892695387450221D+00     1.8132092074954559D+01     2.4563940555489556D+01     2.6085503535459810D+39     5.2623447156448364D-04     1.0851126531385850D-05     7.1906194428644321D-07     1.0721876880428835D-95     7.4878017515574564D-99     9.9793078088167543D-01     3.2779615562149375D-05     1.2117850141504356D-03     1.7532328333497792D-05     2.0616156489230710D-04     9.4403532751391754D-05     2.5751234175962172D-04     2.4904472087504347D-04 
 1320     2.9938003498593147D+00     1.8133632736143574D+01     2.4562972054393634D+01     2.6085592386164231D+39     5.2623447156453915D-04     1.0851132986949389D-05     7.2314297132244531D-07     1.0827943917818050D-95     1.1818231076726035D-98     9.9793078039419498D-01     3.2802654368650379D-05     1.2117283837946621D-03     1.7566407362164754D-05     2.0616156489335768D-04     9.4403532751391310D-05     2.5751234175962087D-04     2.4904472087504272D-04 
 1321     2.9983156827010258D+00     1.8135169499991725D+01     2.4562005128415034D+01     2.6085681442804524D+39     5.2623447156437261D-04     1.0851138768389845D-05     1.1153929621431881D-06     1.0882194276542402D-95     4.7854199807913699D-99     9.9793078116747846D-01     3.2821183448214252D-05     1.2116909081340010D-03     1.7584580658960033D-05     2.0616156489432806D-04     9.4403532751391114D-05     2.5751234175962012D-04     2.4904472087504201D-04 
 1322     3.0028158609063901D+00     1.8136702391185384D+01     2.4561039764592900D+01     2.6085770697515404D+39     5.2623447156437261D-04     1.0851201019682408D-05     1.5122103127100867D-06     1.0916514655775131D-95     8.4592730472101873D-99     9.9793078272108726D-01     3.2835944302490038D-05     1.2116675071653120D-03     1.7591667163361750D-05     2.0616156489523818D-04     9.4403532751391043D-05     2.5751234175961918D-04     2.4904472087504112D-04 
 1323     3.0073009980957827D+00     1.8138231434295255D+01     2.4560075950295847D+01     2.6085860136182077D+39     5.2623447156459466D-04     1.0851318887080125D-05     1.8334224877490438D-06     1.0936255552665508D-95     6.2065071446349922D-99     9.9793078489007900D-01     3.2848751356948109D-05     1.2116528606053234D-03     1.7591337676244005D-05     2.0616156489615509D-04     9.4403532751391008D-05     2.5751234175961918D-04     2.4904472087504112D-04 
 1324     3.0117711752125662D+00     1.8139756653682860D+01     2.4559113673018311D+01     2.6085949757769779D+39     5.2623447156453915D-04     1.0851451097333624D-05     2.1098946995286453D-06     1.0945712452460416D-95     1.6422211000514232D-99     9.9793078757776640D-01     3.2860428357694613D-05     1.2116444146422269D-03     1.7585418950256952D-05     2.0616156489710393D-04     9.4403532751391114D-05     2.5751234175961990D-04     2.4904472087504183D-04 
 1325     3.0162264741537794D+00     1.8141278073503173D+01     2.4558152920348494D+01     2.6086039564242540D+39     5.2623447156453915D-04     1.0851607069032533D-05     2.3550051745625579D-06     1.0948402578590983D-95     1.4769230491505823D-99     9.9793079071342045D-01     3.2871426421046168D-05     1.2116406522986795D-03     1.7575047575528008D-05     2.0616156489809576D-04     9.4403532751391097D-05     2.5751234175961994D-04     2.4904472087504188D-04 
 1326     3.0206669773107210D+00     1.8142795717801567D+01     2.4557193679968842D+01     2.6086129557413304D+39     5.2623447156442813D-04     1.0851773227095615D-05     2.5754954360788135D-06     1.0943916136378344D-95     1.4885059545333907D-99     9.9793079424023378D-01     3.2882018082395005D-05     1.2116405603433075D-03     1.7561021055178168D-05     2.0616156489913719D-04     9.4403532751391026D-05     2.5751234175961990D-04     2.4904472087504183D-04 
 1327     3.0250927683672137D+00     1.8144309610326182D+01     2.4556235939656025D+01     2.6086219739292291D+39     5.2623447156431710D-04     1.0851929364357273D-05     2.7733295808501305D-06     1.0933174765651909D-95     1.6318915911502158D-99     9.9793079810933900D-01     3.2892382812135747D-05     1.2116433908729560D-03     1.7543956689327869D-05     2.0616156490023214D-04     9.4403532751391008D-05     2.5751234175961994D-04     2.4904472087504188D-04 
 1328     3.0295039318281968D+00     1.8145819774625749D+01     2.4555279687281736D+01     2.6086310111738577D+39     5.2623447156431710D-04     1.0852069574594946D-05     2.9524343334296855D-06     1.0918302745236609D-95     5.9210286335242567D-99     9.9793080227932353D-01     3.2902656094886499D-05     1.2116485455880305D-03     1.7524358705941311D-05     2.0616156490138419D-04     9.4403532751391061D-05     2.5751234175962016D-04     2.4904472087504210D-04 
 1329     3.0339005521805053D+00     1.8147326234230380D+01     2.4554324910813027D+01     2.6086400676459597D+39     5.2623447156431710D-04     1.0852199451128334D-05     3.1142770732299158D-06     1.0897333787163512D-95     6.6409812338587181D-99     9.9793080671233074D-01     3.2912944159542147D-05     1.2116555158049056D-03     1.7502667415936694D-05     2.0616156490259602D-04     9.4403532751391097D-05     2.5751234175962025D-04     2.4904472087504219D-04 
 1330     3.0382827150164724D+00     1.8148829012388560D+01     2.4553371598311781D+01     2.6086491435023870D+39     5.2623447156431710D-04     1.0852321783708744D-05     3.2600184843003026D-06     1.0871710286314646D-95     6.5947569383816446D-99     9.9793081137362591D-01     3.2923336325075904D-05     1.2116638517398847D-03     1.7479278018974200D-05     2.0616156490387043D-04     9.4403532751391168D-05     2.5751234175961998D-04     2.4904472087504192D-04 
 1331     3.0426587485947211D+00     1.8150330976718716D+01     2.4552419737935391D+01     2.6086582389198817D+39     5.2823306497658162D-04     1.0852442699740438D-05     3.3911685118814762D-06     1.0842258522427428D-95     6.7424300027207468D-99     9.9793081624029742D-01     3.2933930361208880D-05     1.2116731649989156D-03     1.7454504051215695D-05     2.0616156490521215D-04     9.4403532751391132D-05     2.5751234175961985D-04     2.4904472087504174D-04 
 1332     3.0470287367216384D+00     1.8151832126699474D+01     2.4551465711027127D+01     2.6086673886862152D+39     5.2823306497655391D-04     1.0852562343949361D-05     3.5096718104764748D-06     1.0809442332378282D-95     6.2994311314989772D-99     9.9793082128542849D-01     3.2944800389455579D-05     1.2116830934688922D-03     1.7428660420265613D-05     2.0616156490662493D-04     9.4403532751391008D-05     2.5751234175961985D-04     2.4904472087504174D-04 
 1333     3.0513844207112437D+00     1.8153329636385116D+01     2.4550513123674981D+01     2.6086765583759445D+39     5.2823306497655391D-04     1.0852676119073787D-05     3.6135695825150566D-06     1.0774661827216609D-95     6.1865117625974921D-99     9.9793082647142021D-01     3.2955986444732245D-05     1.2116932791970038D-03     1.7402102643879286D-05     2.0616156490810908D-04     9.4403532751391026D-05     2.5751234175961967D-04     2.4904472087504161D-04 
 1334     3.0557258891643934D+00     1.8154823528596557D+01     2.4549561964192396D+01     2.6086857480943486D+39     5.2823306497644288D-04     1.0852779281753575D-05     3.7055601805697664D-06     1.0738917376286842D-95     5.6053091069786953D-99     9.9793083177251595D-01     3.2967541918835356D-05     1.2117034156275401D-03     1.7375109641909887D-05     2.0616156490966757D-04     9.4403532751391061D-05     2.5751234175961985D-04     2.4904472087504174D-04 
 1335     3.0600532315431094D+00     1.8156313825872761D+01     2.4548612220989847D+01     2.6086949579353726D+39     5.2823306497655391D-04     1.0852861818000900D-05     3.7856076655427832D-06     1.0703496243950898D-95     4.3369764102738894D-99     9.9793083716597461D-01     3.2979514346065572D-05     1.2117132309177418D-03     1.7347928464182398D-05     2.0616156491130346D-04     9.4403532751390883D-05     2.5751234175961945D-04     2.4904472087504139D-04 
 1336     3.0643665372778663D+00     1.8157800550659224D+01     2.4547663882575232D+01     2.6087041876347143D+39     5.2823306497655391D-04     1.0852914681514824D-05     3.8458124086547336D-06     1.0670188136161939D-95     4.0565943137240996D-99     9.9793084264018485D-01     3.2991963926952738D-05     1.2117225016832620D-03     1.7320733905704084D-05     2.0616156491302342D-04     9.4403532751391008D-05     2.5751234175961990D-04     2.4904472087504183D-04 
 1337     3.0686658957141799D+00     1.8159283725308672D+01     2.4546716937553409D+01     2.6087134369187863D+39     5.2823306497655391D-04     1.0852934950140022D-05     3.8952790207220910D-06     1.0639736920342672D-95     3.8289454683921011D-99     9.9793084817382755D-01     3.3004917234621808D-05     1.2117310152527596D-03     1.7293733383853878D-05     2.0616156491483077D-04     9.4403532751391061D-05     2.5751234175961972D-04     2.4904472087504165D-04 
 1338     3.0729513972726238D+00     1.8160763371805519D+01     2.4545771374625666D+01     2.6087227061973523D+39     5.2823306497655391D-04     1.0852938922411146D-05     3.9345299318336181D-06     1.0612066611421124D-95     1.4147018477684454D-99     9.9793085374707164D-01     3.3018391051401563D-05     1.2117385924645958D-03     1.7267109109289215D-05     2.0616156491672903D-04     9.4403532751391114D-05     2.5751234175961967D-04     2.4904472087504161D-04 
 1339     3.0772231321847138D+00     1.8162239512037352D+01     2.4544827182590323D+01     2.6087319955205781D+39     5.2823306497655391D-04     1.0852942861488561D-05     3.9640476577291092D-06     1.0588926870388870D-95     1.3511209934423293D-99     9.9793085934108525D-01     3.3032390778973250D-05     1.2117450879873599D-03     1.7241019843558138D-05     2.0616156491872175D-04     9.4403532751390990D-05     2.5751234175961945D-04     2.4904472087504139D-04 
 1340     3.0814811903880907D+00     1.8163712167804444D+01     2.4543884350342106D+01     2.6087413045483307D+39     5.2823306497655391D-04     1.0852946764185413D-05     3.9847711729418264D-06     1.0569310207751179D-95     1.0997814248493749D-99     9.9793086493877005D-01     3.3046912112891617D-05     1.2117503915556340D-03     1.7215597254352845D-05     2.0616156492081341D-04     9.4403532751391079D-05     2.5751234175961985D-04     2.4904472087504174D-04 
 1341     3.0857256618255402D+00     1.8165181360737889D+01     2.4542942866871464D+01     2.6087506332789502D+39     5.2823306497649840D-04     1.0852950630753896D-05     3.9967769238464967D-06     1.0552999722536178D-95     1.3488594380380425D-99     9.9793087052400082D-01     3.3061939356272822D-05     1.2117544265499542D-03     1.7190949783707911D-05     2.0616156492300787D-04     9.4403532751391168D-05     2.5751234175961998D-04     2.4904472087504192D-04 
 1342     3.0899566368151933D+00     1.8166647112201388D+01     2.4542002721264157D+01     2.6087599820812825D+39     5.2823306497649840D-04     1.0852954461439936D-05     4.0002705091762589D-06     1.0540108732723547D-95     4.1802750441032108D-99     9.9793087608140620D-01     3.3077445173809798D-05     1.2117571490093561D-03     1.7167164099151119D-05     2.0616156492530963D-04     9.4403532751391079D-05     2.5751234175961990D-04     2.4904472087504183D-04 
 1343     3.0941742056046792D+00     1.8168109443376449D+01     2.4541063902701192D+01     2.6087693510024059D+39     5.2823306497638737D-04     1.0852958256484297D-05     3.9952939195646299D-06     1.0528951489186288D-95     6.2141987560364864D-99     9.9793088159649876D-01     3.3093391508140985D-05     1.2117585463532198D-03     1.7144305325904176D-05     2.0616156492772312D-04     9.4403532751391079D-05     2.5751234175961972D-04     2.4904472087504165D-04 
 1344     3.0983784578902291D+00     1.8169568375355177D+01     2.4540126400458355D+01     2.6087787397362078D+39     5.2823306497638737D-04     1.0852962016123599D-05     3.9825610355570209D-06     1.0519752180401991D-95     9.3294125293732488D-99     9.9793088705556556D-01     3.3109730121665963D-05     1.2117586352967901D-03     1.7122418699428482D-05     2.0616156493025292D-04     9.4403532751390955D-05     2.5751234175961950D-04     2.4904472087504143D-04 
 1345     3.1025694830257490D+00     1.8171023929077001D+01     2.4539190203905283D+01     2.6087881482486623D+39     5.2823306497655391D-04     1.0852965739689750D-05     3.9622277744742699D-06     1.0508290732567118D-95     1.3080251117354004D-99     9.9793089244563102D-01     3.3126403569303808D-05     1.2117574592739293D-03     1.7101531206736835D-05     2.0616156493290387D-04     9.4403532751390990D-05     2.5751234175961976D-04     2.4904472087504170D-04 
 1346     3.1067473696592591D+00     1.8172476125394025D+01     2.4538255302504770D+01     2.6087975765332958D+39     5.2823306497655391D-04     1.0852969424267451D-05     3.9345942151366809D-06     1.0502736090740081D-95     6.1700519021486597D-99     9.9793089775493033D-01     3.3143347942155112D-05     1.2117550853111336D-03     1.7081651494390897D-05     2.0616156493568138D-04     9.4403532751391008D-05     2.5751234175961972D-04     2.4904472087504170D-04 
 1347     3.1116168095566099D+00     1.8174171659811070D+01     2.4537321685811694D+01     2.6088070246118726D+39     7.0825375243094041D-04     1.0852973068554616D-05     3.8980254168798960D-06     1.0496628232679399D-95     5.6713687096733202D-99     9.9793090386118485D-01     3.3163413312385925D-05     1.2117510071300405D-03     1.7059558047477554D-05     2.0616156493908688D-04     9.4403532751391097D-05     2.5751234175961972D-04     2.4904472087504165D-04 
 1348     3.1171777679917584D+00     1.8176108331972768D+01     2.4536071889055346D+01     2.6088197239279011D+39     7.0825375243088490D-04     1.0852977902241534D-05     3.8402066929344972D-06     1.0493723587463545D-95     1.0741610098996419D-99     9.9793091066440702D-01     3.3186584011384754D-05     1.2117445617011106D-03     1.7036029550995528D-05     2.0616156494323338D-04     9.4403532751390848D-05     2.5751234175961901D-04     2.4904472087504094D-04 
 1349     3.1227156619205644D+00     1.8178039097018816D+01     2.4534824358579725D+01     2.6088324586841240D+39     7.0825375243082939D-04     1.0852982681614267D-05     3.7682080396327766D-06     1.0502711432558096D-95     8.0664904366133232D-99     9.9793091725061522D-01     3.3209735861319922D-05     1.2117366416561905D-03     1.7014211533422846D-05     2.0616156494763973D-04     9.4403532751390830D-05     2.5751234175961914D-04     2.4904472087504103D-04 
 1350     3.1282306984236685D+00     1.8179964003357351D+01     2.4533579069974482D+01     2.6088452282037741D+39     7.0825375243082939D-04     1.0852987403312832D-05     3.6835486435726512D-06     1.0519003036460321D-95     4.6556150310096926D-99     9.9793092359646582D-01     3.3232657930529043D-05     1.2117275759392762D-03     1.6994009325905894D-05     2.0616156495232074D-04     9.4403532751390653D-05     2.5751234175961887D-04     2.4904472087504077D-04 
 1351     3.1337230819441916D+00     1.8181883098857021D+01     2.4532335999113095D+01     2.6088580324867143D+39     7.0825375243082939D-04     1.0852992065704838D-05     3.5861137897973285D-06     1.0551660945223908D-95     1.1797044621842016D-98     9.9793092967902925D-01     3.3255132108419465D-05     1.2117177129878426D-03     1.6975315530963548D-05     2.0616156495729214D-04     9.4403532751390724D-05     2.5751234175961905D-04     2.4904472087504099D-04 
 1352     3.1391930147822253D+00     1.8183796430651987D+01     2.4531095122148052D+01     2.6088708720273299D+39     7.0825375243082939D-04     1.0852996668373522D-05     3.4757170835184396D-06     1.0594277416054433D-95     8.8999241708980374D-99     9.9793093547655455D-01     3.3276940223551094D-05     1.2117074095192428D-03     1.6958013353778669D-05     2.0616156496257085D-04     9.4403532751390830D-05     2.5751234175961936D-04     2.4904472087504125D-04 
 1353     3.1446406945551101D+00     1.8185704045627549D+01     2.4529856415506707D+01     2.6088837460887872D+39     7.0825375243088490D-04     1.0853001211425243D-05     3.3525957588778769D-06     1.0648260466696339D-95     6.1880180971695404D-99     9.9793094096849657D-01     3.3297867924378738D-05     1.2116970217197045D-03     1.6941981504941214D-05     2.0616156496817490D-04     9.4403532751390777D-05     2.5751234175961918D-04     2.4904472087504112D-04 
 1354     3.1500663144230478D+00     1.8187605990280680D+01     2.4528619855884024D+01     2.6088966540085016D+39     7.0825375243088490D-04     1.0853005695150979D-05     3.2167606790679386D-06     1.0709538640050644D-95     5.6626393077878258D-99     9.9793094613548536D-01     3.3317707646474978D-05     1.2116868981536565D-03     1.6927098354247305D-05     2.0616156497412392D-04     9.4403532751390883D-05     2.5751234175961967D-04     2.4904472087504161D-04 
 1355     3.1554700637117401D+00     1.8189502310489263D+01     2.4527385420235683D+01     2.6089095957565353D+39     7.0825375243082939D-04     1.0853010119892496D-05     3.0679790279526608D-06     1.0770437704865720D-95     4.4016982468734644D-99     9.9793095095936745D-01     3.3336261332284458D-05     1.2116773737381254D-03     1.6913245195353230D-05     2.0616156498043944D-04     9.4403532751390777D-05     2.5751234175961936D-04     2.4904472087504125D-04 
 1356     3.1608521263580247D+00     1.8191393051768400D+01     2.4526153085771964D+01     2.6089225713213237D+39     7.0825375243088490D-04     1.0853014485991168D-05     2.9064745564938586D-06     1.0825121319690713D-95     4.7875135465907572D-99     9.9793095542334420D-01     3.3353343312855305D-05     1.2116687639962813D-03     1.6900308973319422D-05     2.0616156498714559D-04     9.4403532751390777D-05     2.5751234175961927D-04     2.4904472087504121D-04 
 1357     3.1662126814567126D+00     1.8193278259051897D+01     2.4524922829949797D+01     2.6089355813000505D+39     7.0825375243088490D-04     1.0853018791476336D-05     2.7328148756520169D-06     1.0869075698749792D-95     5.3908719761848304D-99     9.9793095951272796D-01     3.3368785645823559D-05     1.2116613579164399D-03     1.6888183329067785D-05     2.0616156499426909D-04     9.4403532751390777D-05     2.5751234175961870D-04     2.4904472087504063D-04 
 1358     3.1715519023705986D+00     1.8195157976794515D+01     2.4523694630465517D+01     2.6089486257659992D+39     7.0825375243088490D-04     1.0853030173343574D-05     2.5466742734338527D-06     1.0901485973253328D-95     5.4083925510681520D-99     9.9793096321367116D-01     3.3382436120122518D-05     1.2116554136850872D-03     1.6876776135635038D-05     2.0616156500183766D-04     9.4403532751390848D-05     2.5751234175961879D-04     2.4904472087504072D-04 
 1359     3.1768699557316009D+00     1.8197032249095972D+01     2.4522468465246580D+01     2.6089617048641651D+39     7.0825375243099593D-04     1.0853086377009473D-05     2.3493217889221691D-06     1.0922954202345189D-95     7.6454534258198023D-99     9.9793096651492270D-01     3.3394168288812768D-05     1.2116511475867968D-03     1.6866008805562382D-05     2.0616156500988371D-04     9.4403532751390955D-05     2.5751234175961954D-04     2.4904472087504148D-04 
 1360     3.1821670024140153D+00     1.8198901119379751D+01     2.4521244312442105D+01     2.6089748192829809D+39     7.0825375243094041D-04     1.0853197538537062D-05     2.1410856510178191D-06     1.0922963451920422D-95     5.2160907773838394D-99     9.9793096940744394D-01     3.3403883296538938D-05     1.2116487270198768D-03     1.6855821834890621D-05     2.0616156501844087D-04     9.4403532751390848D-05     2.5751234175961896D-04     2.4904472087504090D-04 
 1361     3.1874431965566798D+00     1.8200764630507910D+01     2.4520022150414702D+01     2.6089879691539734D+39     7.0825375243082939D-04     1.0853347227079284D-05     1.9229064191263516D-06     1.0881943350247345D-95     1.1967497531429396D-98     9.9793097188466859D-01     3.3411512961253593D-05     1.2116482651264257D-03     1.6846176830006587D-05     2.0616156502754607D-04     9.4403532751390937D-05     2.5751234175961954D-04     2.4904472087504148D-04 
 1362     3.1926986840698838D+00     1.8202622825009306D+01     2.4518801957731080D+01     2.6090011541842743D+39     7.0825375243082939D-04     1.0853531736730232D-05     1.6959561625087777D-06     1.0755735186098045D-95     4.5510744224611103D-99     9.9793097394267906D-01     3.3417018475604680D-05     1.2116498250536000D-03     1.6837053368194105D-05     2.0616156503723890D-04     9.4403532751391026D-05     2.5751234175961976D-04     2.4904472087504170D-04 
 1363     3.1979478502516895D+00     1.8204480823245585D+01     2.4517583713150945D+01     2.6090143740984821D+39     7.1213956219751022D-04     1.0853735828249713D-05     1.4612936598213508D-06     1.0532212845579613D-95     6.4164864561425041D-99     9.9793097558451862D-01     3.3420387256788037D-05     1.2116534574745971D-03     1.6828410316196693D-05     2.0616156504759786D-04     9.4403532751390883D-05     2.5751234175961914D-04     2.4904472087504103D-04 
 1364     3.2031908260058212D+00     1.8206338618844750D+01     2.4516360727531427D+01     2.6090277021451422D+39     7.1213956219742700D-04     1.0853949836244682D-05     1.2158039299566756D-06     1.0254223092214125D-95     2.2722354579480814D-99     9.9793097680492426D-01     3.3421551688942812D-05     1.2116592833304289D-03     1.6820199611474788D-05     2.0616156505871701D-04     9.4403532751390883D-05     2.5751234175961967D-04     2.4904472087504161D-04 
 1365     3.2084132592941925D+00     1.8208191165866313D+01     2.4515139668927528D+01     2.6090410670187154D+39     7.1213956219770455D-04     1.0854166811334180D-05     9.5704639214234124D-07     1.0061373873835532D-95     6.6229120395726637D-99     9.9793097759488080D-01     3.3420335761015191D-05     1.2116676502132934D-03     1.6812258687869912D-05     2.0616156507080094D-04     9.4403532751390812D-05     2.5751234175961976D-04     2.4904472087504170D-04 
 1366     3.2136152630883167D+00     1.8210038505452882D+01     2.4513920516268128D+01     2.6090544698957565D+39     7.1213956219764904D-04     1.0854384519077220D-05     6.7478884664321308D-07     1.0059012545311156D-95     2.7517290626971893D-99     9.9793097792860603D-01     3.3416113523438486D-05     1.2116798382019986D-03     1.6803959197272266D-05     2.0616156508481933D-04     9.4403532751390937D-05     2.5751234175962003D-04     2.4904472087504196D-04 
 1367     3.2187969391950197D+00     1.8211880678450548D+01     2.4512703248632168D+01     2.6090679108921426D+39     7.1213956219764904D-04     1.0854582040108238D-05     4.6108869513948596D-07     1.0312497016529957D-95     1.0592313917963325D-98     9.9793097769028094D-01     3.3408798164993389D-05     1.2116952391189217D-03     1.6796111948629343D-05     2.0616156510035148D-04     9.4403532751390955D-05     2.5751234175961998D-04     2.4904472087504192D-04 
 1368     3.2239583776724267D+00     1.8213717725390454D+01     2.4511487845234194D+01     2.6090813902541465D+39     7.1213956219764904D-04     1.0854738732208619D-05     4.5423169693672909D-07     1.0435024329424285D-95     4.9724940120808511D-99     9.9793097704046171D-01     3.3400285773139288D-05     1.2117105526565439D-03     1.6789960607013439D-05     2.0616156511533496D-04     9.4403532751390901D-05     2.5751234175961936D-04     2.4904472087504125D-04 
 1369     3.2290997364316993D+00     1.8215549686185312D+01     2.4510274285409190D+01     2.6090949089239758D+39     7.1213956219764904D-04     1.0854821921570332D-05     4.4646050053226238D-07     1.0436285163450946D-95     7.1254723465291540D-99     9.9793097612109384D-01     3.3390710356398840D-05     1.2117264597450698D-03     1.6784548287610951D-05     2.0616156513087995D-04     9.4403532751390955D-05     2.5751234175962043D-04     2.4904472087504236D-04 
 1370     3.2342214404715554D+00     1.8217376600364019D+01     2.4509062548694156D+01     2.6091084647719071D+39     7.1213956219764904D-04     1.0854842244396680D-05     4.3960801466588890D-07     1.0451498019380411D-95     2.3359431763157836D-99     9.9793097503007555D-01     3.3380422114395069D-05     1.2117428285410789D-03     1.6779558735519344D-05     2.0616156514732582D-04     9.4403532751391061D-05     2.5751234175961998D-04     2.4904472087504192D-04 
 1371     3.2393236402571172D+00     1.8219198507041507D+01     2.4507852615150849D+01     2.6091220561976964D+39     7.1213956219764904D-04     1.0854853635704444D-05     4.3525117053417350D-07     1.0315250372044197D-95     1.4878364582867044D-99     9.9793097387050408D-01     3.3370009184827851D-05     1.2117590084054794D-03     1.6774951354647697D-05     2.0616156516470969D-04     9.4403532751391008D-05     2.5751234175961985D-04     2.4904472087504174D-04 
 1372     3.2444064514417503D+00     1.8221015444834918D+01     2.4506644465031790D+01     2.6091356837382759D+39     7.1213956219764904D-04     1.0854866545886721D-05     4.4981084632962708D-07     1.0578414808953637D-95     8.1570438197355397D-99     9.9793097271835975D-01     3.3359909405348764D-05     1.2117745095774428D-03     1.6770702087976281D-05     2.0616156518322150D-04     9.4403532751391061D-05     2.5751234175962016D-04     2.4904472087504210D-04 
 1373     3.2494699908366277D+00     1.8222827452096812D+01     2.4505438078737253D+01     2.6091493478974565D+39     7.1213956219764904D-04     1.0854883392170018D-05     4.2094360951727312D-07     1.0764893319917638D-95     1.0003824699786336D-99     9.9793097161041064D-01     3.3350364862050652D-05     1.2117890245663125D-03     1.6766839572050091D-05     2.0616156520272186D-04     9.4403532751390848D-05     2.5751234175961936D-04     2.4904472087504125D-04 
 1374     3.2545143773647677D+00     1.8224634566693357D+01     2.4504233436815905D+01     2.6091630490853510D+39     7.1213956219759353D-04     1.0854946851800926D-05     4.1364390645535022D-07     1.0910485077099285D-95     1.0000000776056401D-99     9.9793097046161083D-01     3.3340752400053608D-05     1.2118034120784417D-03     1.6763213301154921D-05     2.0616156522348640D-04     9.4403532751391008D-05     2.5751234175961963D-04     2.4904472087504152D-04 
 1375     3.2595397318843510D+00     1.8226436826022595D+01     2.4503030519966468D+01     2.6091767876795399D+39     7.1213956219764904D-04     1.0855092461012012D-05     4.0815036257515302D-07     1.0810284891817680D-95     1.0000000013137999D-99     9.9793096914925776D-01     3.3330236767858094D-05     1.2118187621192240D-03     1.6759691223539285D-05     2.0616156524546029D-04     9.4403532751390955D-05     2.5751234175961923D-04     2.4904472087504117D-04 
 1376     3.2645461767081487D+00     1.8228234267100377D+01     2.4501829309039320D+01     2.6091905641455639D+39     7.1213956219759353D-04     1.0855262359426256D-05     4.0259061317501432D-07     1.0501707283904520D-95     1.0000000212326545D-99     9.9793096758179498D-01     3.3318184069524328D-05     1.2118359128811939D-03     1.6756160599411728D-05     2.0616156526873514D-04     9.4403532751391168D-05     2.5751234175962034D-04     2.4904472087504223D-04 
 1377     3.2695338353861003D+00     1.8230026926587569D+01     2.4500629785037402D+01     2.6092043788557806D+39     7.1213956219759353D-04     1.0855420598663889D-05     3.9705193110081760D-07     1.0033173218267092D-95     1.0000000010705198D-99     9.9793096575496349D-01     3.3304553632200972D-05     1.2118549294560694D-03     1.6752601268636350D-05     2.0616156529339533D-04     9.4403532751391114D-05     2.5751234175961918D-04     2.4904472087504112D-04 
 1378     3.2745028325567702D+00     1.8231814840805729D+01     2.4499431929116930D+01     2.6092182320904853D+39     7.1213956219759353D-04     1.0855576027039237D-05     3.9141417419295914D-07     9.6863801772739606D-96     1.0000000002001705D-99     9.9793096373937526D-01     3.3289800567416691D-05     1.2118752441999873D-03     1.6749055151646075D-05     2.0616156531949854D-04     9.4403532751390848D-05     2.5751234175961914D-04     2.4904472087504103D-04 
